Tattag;Tatzeit/Uhrzeit;Tatort 2;Tbnr1; Geldbuße 
15.07.2015;1021;Josefstraße / C3 in Höhe von Haus-Nr. 35;113140; 10,00 € 
15.07.2015;1040;Franz-Haniel-Straße in Höhe von Haus-Nr., Passmann;112042; 15,00 € 
15.07.2015;1119;Markt, Parkplatz;113300; 10,00 € 
15.07.2015;1120;Markt, Parkplatz;113300; 10,00 € 
15.07.2015;1124;Markt, Parkplatz;113300; 10,00 € 
15.07.2015;1126;Markt, Parkplatz;113300; 10,00 € 
15.07.2015;1127;Markt, Parkplatz;113300; 10,00 € 
15.07.2015;1128;Markt, Parkplatz;113300; 10,00 € 
15.07.2015;1406;Neumarkt / A, Parkplatz;113121; 15,00 € 
15.07.2015;1408;Neumarkt / A, Parkplatz;113120; 10,00 € 
15.07.2015;1409;Neumarkt / A, Parkplatz;113120; 10,00 € 
15.07.2015;1421;Neumarkt / A, Parkplatz;113140; 10,00 € 
15.07.2015;1440;Kautzstraße / B, Parkplatz;113140; 10,00 € 
15.07.2015;1441;Kautzstraße / B, Parkplatz;113120; 10,00 € 
15.07.2015;1442;Kautzstraße / B, Parkplatz;113120; 10,00 € 
15.07.2015;1445;Kautzstraße / B, Parkplatz;113120; 10,00 € 
15.07.2015;1447;Hopfenstraße, Ecke Kautzstrasse;141312; 15,00 € 
15.07.2015;1522;Tersteegenstraße / C1 in Höhe von Haus-Nr. 1;141118; 15,00 € 
15.07.2015;1525;Mittelstraße / C1 in Höhe von Haus-Nr. 5;113140; 10,00 € 
15.07.2015;1527;Mittelstraße / C1 in Höhe von Haus-Nr. 1;113140; 10,00 € 
15.07.2015;1533;Landwehrstraße / C1 in Höhe von Haus-Nr. 1-3;141352; 15,00 € 
15.07.2015;1546;Oberwallstraße / B in Höhe von Haus-Nr. 58;141106; 30,00 € 
15.07.2015;1555;Meerstraße / B ggü. Haus-Nr. 3;142278; 35,00 € 
15.07.2015;925;Neumarkt / A, Parkplatz;113140; 10,00 € 
15.07.2015;927;Neumarkt / A, Parkplatz;113140; 10,00 € 
15.07.2015;1018;Oberwallstraße / B ggü. Haus-Nr. 17;113140; 10,00 € 
15.07.2015;1021;Oberwallstraße / B in Höhe von Haus-Nr. 3;113140; 10,00 € 
15.07.2015;1022;Oberwallstraße / B in Höhe von Haus-Nr. 1;113140; 10,00 € 
15.07.2015;1039;Weygoldstraße / C1 ggü. Haus-Nr. 3;112042; 15,00 € 
15.07.2015;1048;Kautzstraße / B, Parkplatz;113140; 10,00 € 
15.07.2015;1053;Kautzstraße / B, Parkplatz;113122; 20,00 € 
15.07.2015;1107;Essenberger Straße / C1, Parkplatz;113120; 10,00 € 
15.07.2015;1420;Nordring / C2, Parkplatz;113140; 10,00 € 
15.07.2015;1423;Nordring / C2, Parkplatz;113140; 10,00 € 
15.07.2015;1429;Mühlenstraße / DE, Parkplatz;113280; 10,00 € 
15.07.2015;1453;Landwehrstraße / C1 in Höhe von Haus-Nr. 23;113300; 10,00 € 
15.07.2015;1454;Landwehrstraße / C1 in Höhe von Haus-Nr. 23;113300; 10,00 € 
15.07.2015;1457;Landwehrstraße / C1 ggü. Haus-Nr. 3;113140; 10,00 € 
15.07.2015;906;Homberger Straße / C1 in Höhe von Haus-Nr. 103;141402; 10,00 € 
15.07.2015;911;Zum Bollwerk / DE, Parkplatz;113140; 10,00 € 
15.07.2015;923;Essenberger Straße / C1 in Höhe von Haus-Nr. 9;141312; 15,00 € 
15.07.2015;924;Essenberger Straße / C1 in Höhe von Haus-Nr. 9;141312; 15,00 € 
15.07.2015;941;Annastraße / C3 in Höhe von Haus-Nr. 27;141312; 15,00 € 
15.07.2015;949;Voßrather Straße in Höhe von Haus-Nr. 35;113320; 10,00 € 
15.07.2015;1444;Kautzstraße / B, Parkplatz;113120; 10,00 € 
15.07.2015;1017;Seminarstraße in Höhe von Haus-Nr. 11;113240; 10,00 € 
15.07.2015;1030;Nordring / C2, Ecke Rheinberger Str.;102118; 10,00 € 
15.07.2015;1019;Oberwallstraße / B in Höhe von Haus-Nr. 15;113140; 10,14 € 
15.07.2015;1056;Feldstraße / C1 in Höhe von Haus-Nr. 48;113240; 10,00 € 
15.07.2015;1219;Meerstraße / B, Innenhof;113140; 10,00 € 
15.07.2015;953;Voßrather Straße in Höhe von Haus-Nr. 16;113320; 20,00 € 
15.07.2015;1223;Meerstraße / B, Innenhof;113142; 20,00 € 
15.07.2015;1121;Markt, Parkplatz;113300; 10,00 € 
15.07.2015;1208;Meerstraße / B, Schotterparkplatz;113140; 10,00 € 
15.07.2015;1116;Otto-Hue-Straße / C1 in Höhe von Haus-Nr. 2c;142278; 35,00 € 
15.07.2015;1136;Neumarkt / A, Parkplatz;113121; 15,00 € 
15.07.2015;1426;Markt, Parkplatz;113300; 10,00 € 
15.07.2015;1131;Gabelsbergerstraße in Höhe von Haus-Nr. 3;113240; 10,00 € 
15.07.2015;1137;Rheinberger Straße ggü. Haus-Nr. 33;113300; 10,00 € 
15.07.2015;1009;Wilhelm-Schroeder-Straße / C2, Parkplatz;113140; 10,00 € 
15.07.2015;1021;Seminarstraße ggü. Haus-Nr. 41;113240; 10,00 € 
15.07.2015;1023;Seminarstraße ggü. Haus-Nr. 41;113240; 10,00 € 
15.07.2015;1024;Seminarstraße ggü. Haus-Nr. 43;113240; 10,00 € 
15.07.2015;1027;Baerler Straße in Höhe von Haus-Nr. 6;113240; 10,00 € 
15.07.2015;1033;Baerler Straße in Höhe von Haus-Nr. 52;113240; 10,00 € 
15.07.2015;1034;Baerler Straße in Höhe von Haus-Nr. 52;113240; 10,00 € 
15.07.2015;1036;Baerler Straße in Höhe von Haus-Nr. 54;113240; 10,00 € 
15.07.2015;1043;Landwehrstraße / C1 ggü. Haus-Nr. 89;113240; 10,00 € 
15.07.2015;1046;Landwehrstraße / C1 ggü. Haus-Nr. 87;113240; 10,00 € 
15.07.2015;1519;Klever Straße ggü. Haus-Nr., Gegenüber Reifen-Service;113304; 30,00 € 
15.07.2015;1107;Klever Straße ggü. Haus-Nr. 23;113300; 10,00 € 
15.07.2015;1157;Meerstraße / B, Parkplatz;113142; 20,00 € 
15.07.2015;1026;Meerstraße / B, Innenhof;113140; 10,00 € 
15.07.2015;1036;Haagstraße / B ggü. Haus-Nr. 26b;142278; 35,00 € 
15.07.2015;1042;Haagstraße / B in Höhe von Haus-Nr. 142;141322; 15,00 € 
15.07.2015;1115;Haagstraße / B ggü. Haus-Nr. 26;142278; 35,00 € 
15.07.2015;1124;Neumarkt / A, Parkplatz;113120; 10,00 € 
15.07.2015;1125;Neumarkt / A, Parkplatz;113120; 10,00 € 
15.07.2015;1128;Neumarkt / A, Parkplatz;113140; 10,00 € 
15.07.2015;1134;Neumarkt / A, Parkplatz;113140; 10,00 € 
15.07.2015;1138;Neumarkt / A, Parkplatz;113120; 10,00 € 
15.07.2015;1148;Neumarkt / A, Parkplatz;113122; 20,00 € 
15.07.2015;1201;Meerstraße / B, Schotterparkplatz;113120; 10,00 € 
15.07.2015;1202;Meerstraße / B, Schotterparkplatz;113120; 10,00 € 
15.07.2015;1204;Meerstraße / B, Schotterparkplatz;113120; 10,00 € 
15.07.2015;1211;Meerstraße / B, Schotterparkplatz;113140; 10,00 € 
15.07.2015;1212;Meerstraße / B, Schotterparkplatz;113140; 10,00 € 
15.07.2015;1221;Meerstraße / B, Innenhof;113140; 10,00 € 
15.07.2015;1232;Neumarkt / A in Höhe von Haus-Nr. 13;141106; 30,00 € 
15.07.2015;1422;Markt, Parkplatz;112292; 10,00 € 
15.07.2015;1428;Markt, Parkplatz;113300; 10,00 € 
15.07.2015;1429;Markt, Parkplatz;113300; 10,00 € 
15.07.2015;1456;Josefstraße / C3 ggü. Haus-Nr. 30;113140; 10,00 € 
15.07.2015;1504;Josefstraße / C3 35;113120; 10,00 € 
15.07.2015;1507;Voßrather Straße 2b;141322; 15,00 € 
15.07.2015;1509;Voßrather Straße 2a;141322; 15,00 € 
15.07.2015;1530;Mühlenstraße / DE, Parkplatz;113284; 30,00 € 
15.07.2015;1532;Mühlenstraße / DE, Parkplatz;113300; 10,00 € 
15.07.2015;1535;Mühlenstraße / DE, Parkplatz;113300; 10,00 € 
15.07.2015;1537;Mühlenstraße / DE, Parkplatz;113300; 10,00 € 
15.07.2015;1539;Mühlenstraße / DE, Parkplatz;113300; 10,00 € 
15.07.2015;1542;Mühlenstraße / DE, Parkplatz;113300; 10,00 € 
15.07.2015;1559;Mühlenstraße / DE, Parkplatz;113140; 10,00 € 
15.07.2015;1435;Nordring / C2 in Höhe von Haus-Nr. 8a;141064; 35,00 € 
15.07.2015;1142;Mühlenstraße / DE, Parkplatz;113143; 25,00 € 
15.07.2015;917;Mühlenstraße / DE, Parkplatz;113140; 10,00 € 
15.07.2015;927;Mühlenstraße / DE, Parkplatz;113140; 10,00 € 
15.07.2015;931;Mühlenstraße / DE, Parkplatz;113140; 10,00 € 
15.07.2015;1547;Mühlenstraße / DE, Parkplatz;113144; 30,00 € 
15.07.2015;945;Mühlenstraße / DE, Parkplatz;113140; 10,00 € 
15.07.2015;954;Seminarstraße ggü. Haus-Nr. 5, Ecke Gabelsbergerstr.;113240; 10,00 € 
15.07.2015;956;Seminarstraße in Höhe von Haus-Nr. 5;113240; 10,00 € 
15.07.2015;1003;Wilhelm-Schroeder-Straße / C2, Parkplatz;113140; 10,00 € 
15.07.2015;1458;Landwehrstraße / C1 ggü. Haus-Nr. 3;113140; 10,00 € 
15.07.2015;1501;Landwehrstraße / C1 in Höhe von Haus-Nr. 3;113140; 10,00 € 
15.07.2015;949;Meerstraße / B ggü. Haus-Nr. 1, Kirche;142278; 35,00 € 
15.07.2015;954;Voßrather Straße in Höhe von Haus-Nr. 14;113300; 10,00 € 
15.07.2015;956;Voßrather Straße in Höhe von Haus-Nr. 12;113300; 10,00 € 
15.07.2015;1001;Voßrather Straße in Höhe von Haus-Nr. 10;113300; 10,00 € 
16.07.2015;849;Seminarstraße ggü. Haus-Nr. 43;141412; 10,00 € 
16.07.2015;1349;Mühlenstraße / DE, Parkplatz;113300; 20,00 € 
16.07.2015;1355;Mühlenstraße / DE, Schotterparkplatz;113140; 10,00 € 
16.07.2015;1359;Mühlenstraße / DE, Schotterparkplatz;113150; 10,00 € 
16.07.2015;1407;Mühlenstraße / DE, Parkplatz;113140; 10,00 € 
16.07.2015;1409;Mühlenstraße / DE, Schotterparkplatz;113140; 10,00 € 
16.07.2015;1412;Mühlenstraße / DE, Schotterparkplatz;113120; 10,00 € 
16.07.2015;1416;Mühlenstraße / DE, Schotterparkplatz;113140; 10,00 € 
16.07.2015;1420;Mühlenstraße / DE, Parkplatz;113144; 30,00 € 
16.07.2015;1434;Nordring / C2, Parkplatz;113140; 10,00 € 
16.07.2015;1436;Nordring / C2, Parkplatz;113140; 10,00 € 
16.07.2015;1502;Markt, Parkplatz;113300; 10,00 € 
16.07.2015;1505;Markt, Parkplatz;113300; 10,00 € 
16.07.2015;1508;Markt, Parkplatz;113300; 10,00 € 
16.07.2015;1518;Lintforter Straße ggü. Haus-Nr. 75;112042; 15,00 € 
16.07.2015;1523;Lintforter Straße, Parkplatz;113280; 10,00 € 
16.07.2015;1103;Neumarkt ggü. Haus-Nr. 11;141106; 35,00 € 
16.07.2015;1108;Neumarkt / A, Parkplatz;113120; 10,00 € 
16.07.2015;1113;Neumarkt / A, Parkplatz;113120; 10,00 € 
16.07.2015;1121;Neumarkt / A, Parkplatz;113120; 10,00 € 
16.07.2015;1141;Unterwallstraße in Höhe von Haus-Nr. 9, RATHAUS;142262; 10,00 € 
16.07.2015;1156;Meerstraße / B, Parkplatz;113120; 10,00 € 
16.07.2015;1159;Meerstraße / B, Schotterparkplatz;113120; 10,00 € 
16.07.2015;1206;Meerstraße / B, Schotterparkplatz;113140; 10,00 € 
16.07.2015;1209;Meerstraße / B, Schotterparkplatz;113140; 10,00 € 
16.07.2015;1211;Meerstraße / B, Schotterparkplatz;113141; 15,00 € 
16.07.2015;1217;Meerstraße / B, Innenhof;113140; 10,00 € 
16.07.2015;1226;Meerstraße / B in Höhe von Haus-Nr. 1, Peschkenhaus;112402; 20,00 € 
16.07.2015;1236;Nordring / C2, Parkplatz;113140; 10,00 € 
16.07.2015;1238;Nordring / C2, Parkplatz;113150; 10,00 € 
16.07.2015;1240;Nordring / C2, Parkplatz;113120; 10,00 € 
16.07.2015;1242;Nordring / C2, Parkplatz;113120; 10,00 € 
16.07.2015;1245;Nordring / C2, Parkplatz;113140; 10,00 € 
16.07.2015;1247;Nordring / C2, Parkplatz;113121; 15,00 € 
16.07.2015;1303;Mühlenstraße / DE, Parkplatz;113140; 10,00 € 
16.07.2015;1312;Mühlenstraße / DE, Parkplatz;113140; 10,00 € 
16.07.2015;1310;Mühlenstraße / DE, Parkplatz;329119; 25,00 € 
16.07.2015;1332;Mühlenstraße / DE, Parkplatz;113300; 10,00 € 
16.07.2015;1333;Mühlenstraße / DE, Parkplatz;113300; 10,00 € 
16.07.2015;1334;Mühlenstraße / DE, Parkplatz;113300; 10,00 € 
16.07.2015;1336;Mühlenstraße / DE, Parkplatz;113300; 10,00 € 
16.07.2015;1337;Mühlenstraße / DE, Parkplatz;113300; 10,00 € 
16.07.2015;1338;Mühlenstraße / DE, Parkplatz;113300; 10,00 € 
16.07.2015;1346;Mühlenstraße / DE, Parkplatz;113300; 10,00 € 
16.07.2015;1214;Oberwallstraße / B in Höhe von Haus-Nr. 2;112402; 20,00 € 
16.07.2015;1427;Rheinberger Straße ggü. Haus-Nr. 31;113320; 10,00 € 
16.07.2015;1440;Greefstraße, Ecke Landwehrstraße;112272; 10,00 € 
16.07.2015;1443;Greefstraße in Höhe von Haus-Nr. 4;113240; 10,00 € 
16.07.2015;1447;Feldstraße / C1 in Höhe von Haus-Nr. 48;113240; 10,00 € 
16.07.2015;1452;Feldstraße / C1 in Höhe von Haus-Nr. 9;113140; 10,00 € 
16.07.2015;1457;Homberger Straße / C1 ggü. Haus-Nr. 60;141106; 30,00 € 
16.07.2015;1501;Homberger Straße / C1, Ecke Otto-Hue -Str.;113140; 10,00 € 
16.07.2015;1520;Otto-Hue-Straße / C1 ggü. Haus-Nr. 2;113140; 10,00 € 
16.07.2015;1530;Otto-Hue-Straße / C1 ggü. Haus-Nr. 6;113140; 10,00 € 
16.07.2015;1557;Weygoldstraße / C1 ggü. Haus-Nr. 20;113120; 10,00 € 
16.07.2015;1601;Ostring / C2 ggü. Haus-Nr. 6;113120; 10,00 € 
16.07.2015;930;Neumarkt / A, Parkplatz;113140; 10,00 € 
16.07.2015;1012;Klosterstraße ggü. Haus-Nr. 2b;141106; 30,00 € 
16.07.2015;1018;Haagstraße / B in Höhe von Haus-Nr. 9;113140; 10,00 € 
16.07.2015;1024;Hanckwitzstraße / B, Parkplatz;113140; 10,00 € 
16.07.2015;1025;Hanckwitzstraße / B, Parkplatz;113140; 10,00 € 
16.07.2015;1051;Haagstraße / B ggü. Haus-Nr. 26;142278; 35,00 € 
16.07.2015;1058;Meerstraße / B ggü. Haus-Nr. 3, Kirche;113120; 10,00 € 
16.07.2015;1451;Meerstraße / B, Innenhof;113140; 10,00 € 
16.07.2015;1503;Haagstraße / B ggü. Haus-Nr. 32;142278; 35,00 € 
16.07.2015;1513;Kautzstraße / B, Parkplatz;113140; 10,00 € 
16.07.2015;1515;Kautzstraße / B, Parkplatz;113121; 15,00 € 
16.07.2015;1516;Kautzstraße / B, Parkplatz;113120; 10,00 € 
16.07.2015;1605;Augustastraße / C1 in Höhe von Haus-Nr. 8;113120; 10,00 € 
16.07.2015;1610;Mittelstraße / C1 in Höhe von Haus-Nr. 3;113140; 10,00 € 
16.07.2015;1612;Mittelstraße / C1 in Höhe von Haus-Nr. 1;113140; 10,00 € 
16.07.2015;1210;Oberwallstraße / B ggü. Haus-Nr. 21;141324; 25,00 € 
16.07.2015;1209;Oberwallstraße / B in Höhe von Haus-Nr. 27;113143; 25,00 € 
16.07.2015;919;Landwehrstraße / C1 in Höhe von Haus-Nr. 7;141422; 10,00 € 
16.07.2015;923;Hopfenstraße in Höhe von Haus-Nr. 8;112402; 20,00 € 
16.07.2015;1512;Kautzstraße / B, Parkplatz;113144; 30,00 € 
16.07.2015;1004;Karl-Hoffmeister-Straße ggü. Haus-Nr. 32;141118; 20,00 € 
16.07.2015;1008;Mercatorstraße in Höhe von Haus-Nr. 4;141118; 15,00 € 
16.07.2015;1010;Mercatorstraße in Höhe von Haus-Nr. 5;141118; 15,00 € 
16.07.2015;1011;Mercatorstraße in Höhe von Haus-Nr. 3;141118; 15,00 € 
16.07.2015;1025;Tersteegenstraße / C1 ggü. Haus-Nr. 5;141118; 15,00 € 
16.07.2015;1027;Tersteegenstraße / C1 in Höhe von Haus-Nr. 1;141118; 15,00 € 
16.07.2015;1035;Mittelstraße / C1 ggü. Haus-Nr. 17;113140; 10,00 € 
16.07.2015;1044;Essenberger Straße / C1, Parkplatz;113121; 15,00 € 
16.07.2015;1052;Otto-Hue-Straße / C1 ggü. Haus-Nr. 2;113120; 10,00 € 
16.07.2015;1055;Otto-Hue-Straße / C1 ggü. Haus-Nr. 6;141015; 10,00 € 
16.07.2015;1057;Otto-Hue-Straße / C1 ggü. Haus-Nr. 8;141015; 10,00 € 
16.07.2015;1058;Otto-Hue-Straße / C1 ggü. Haus-Nr. 8;141015; 10,00 € 
16.07.2015;1100;Otto-Hue-Straße / C1 in Höhe von Haus-Nr. 6;113120; 10,00 € 
16.07.2015;1102;Otto-Hue-Straße / C1 in Höhe von Haus-Nr. 4;113140; 10,00 € 
16.07.2015;1107;Homberger Straße / C1 in Höhe von Haus-Nr. 69;113120; 10,00 € 
16.07.2015;1141;Kautzstraße / B, Parkplatz;113120; 10,00 € 
16.07.2015;1153;Hanckwitzstraße / B, Parkplatz;113140; 10,00 € 
16.07.2015;1212;Oberwallstraße / B ggü. Haus-Nr. 11;113121; 15,00 € 
16.07.2015;847;Seminarstraße ggü. Haus-Nr. 43;141412; 10,00 € 
16.07.2015;922;Bethanienstraße ggü. Haus-Nr. 11;112402; 20,00 € 
16.07.2015;948;Markt, Parkplatz;113300; 10,00 € 
16.07.2015;950;Markt, Parkplatz;113320; 10,00 € 
16.07.2015;1003;Lintforter Straße, Parkplatz;113320; 10,00 € 
16.07.2015;1002;Talstraße in Höhe von Haus-Nr., Möbelhaus;113300; 10,00 € 
16.07.2015;1009;Markt, Parkplatz;113300; 10,00 € 
16.07.2015;1011;Markt, Parkplatz;113300; 10,00 € 
16.07.2015;1012;Markt, Parkplatz;113320; 10,00 € 
16.07.2015;1032;Am Mönk in Höhe von Haus-Nr. 22;141312; 15,00 € 
16.07.2015;1033;Am Mönk in Höhe von Haus-Nr. 22;141312; 15,00 € 
16.07.2015;1034;Am Mönk in Höhe von Haus-Nr. 22;141312; 15,00 € 
16.07.2015;1035;Am Mönk in Höhe von Haus-Nr. 20;141312; 15,00 € 
16.07.2015;1036;Am Mönk in Höhe von Haus-Nr. 18;141312; 15,00 € 
16.07.2015;1037;Am Mönk in Höhe von Haus-Nr. 18;141312; 15,00 € 
16.07.2015;1040;Am Mönk in Höhe von Haus-Nr. 17;112042; 15,00 € 
16.07.2015;1042;Am Mönk ggü. Haus-Nr. 21;141312; 15,00 € 
16.07.2015;1044;Am Mönk ggü. Haus-Nr. 25;112042; 15,00 € 
16.07.2015;1045;Am Mönk ggü. Haus-Nr. 25;141312; 15,00 € 
16.07.2015;1054;Kressenstraße ggü. Haus-Nr. 5;142103; 15,00 € 
16.07.2015;1057;Waldmeisterstraße in Höhe von Haus-Nr. 28;142103; 10,00 € 
16.07.2015;1405;Neumarkt / A, Parkplatz;113140; 10,00 € 
16.07.2015;1409;Neumarkt / A, Parkplatz;113120; 10,00 € 
16.07.2015;1411;Neumarkt / A, Parkplatz;113122; 20,00 € 
16.07.2015;1419;Neumarkt / A, Parkplatz;113120; 10,00 € 
16.07.2015;1429;Meerstraße / B, Schotterplatz;113122; 20,00 € 
16.07.2015;1435;Meerstraße / B, Schotterplatz;113140; 10,00 € 
16.07.2015;1436;Meerstraße / B, Schotterplatz;113140; 10,00 € 
16.07.2015;1438;Meerstraße / B, Schotterplatz;113140; 10,00 € 
16.07.2015;1440;Meerstraße / B, Schotterplatz;113120; 10,00 € 
16.07.2015;1442;Meerstraße / B, Schotterplatz;113121; 15,00 € 
16.07.2015;1447;Meerstraße / B, Innenhof;113140; 10,00 € 
16.07.2015;1449;Meerstraße / B, Innenhof;113140; 10,00 € 
16.07.2015;1450;Meerstraße / B, Innenhof;113140; 10,00 € 
16.07.2015;1053;Vinzenzstraße in Höhe von Haus-Nr. 11;141062; 30,00 € 
16.07.2015;1110;Friedrich-Ebert-Platz / De, Parkplatz;113140; 10,00 € 
16.07.2015;1112;Friedrich-Ebert-Platz / De, Parkplatz;113140; 10,00 € 
16.07.2015;1116;Friedrich-Ebert-Platz / De, Parkplatz;113140; 10,00 € 
16.07.2015;1120;Friedrich-Ebert-Platz / De, Parkplatz;113140; 10,00 € 
16.07.2015;1124;Friedrich-Ebert-Platz / De, Parkplatz;113140; 10,00 € 
16.07.2015;1133;Friedrich-Ebert-Platz / De, Parkplatz;113123; 25,00 € 
16.07.2015;1140;Friedrich-Ebert-Platz / De, Parkplatz;113140; 10,00 € 
16.07.2015;1142;Friedrich-Ebert-Platz / De, Parkplatz;113140; 10,00 € 
16.07.2015;1527;Lintforter Straße, Parkplatz;113300; 10,00 € 
16.07.2015;1529;Lintforter Straße, Parkplatz;113280; 10,00 € 
16.07.2015;1536;Hourtenhofstraße ggü. Haus-Nr. 4;112262; 10,00 € 
16.07.2015;1607;Nordring / C2, Parkplatz;113140; 10,00 € 
16.07.2015;1610;Nordring / C2, Parkplatz;113120; 10,00 € 
16.07.2015;1613;Nordring / C2;113120; 10,00 € 
16.07.2015;1616;Nordring / C2, Parkplatz;113122; 20,00 € 
16.07.2015;1618;Nordring / C2, Parkplatz;113140; 10,00 € 
16.07.2015;1619;Nordring / C2, Parkplatz;113122; 20,00 € 
16.07.2015;1629;Neustraße 37;141106; 30,00 € 
16.07.2015;1637;Im Rosenthal / B 12;113140; 10,00 € 
16.07.2015;1640;Im Rosenthal / B ggü. Haus-Nr. 912;113140; 10,00 € 
16.07.2015;1646;Meerstraße / B, Parkplatz;113140; 30,00 € 
16.07.2015;1652;Neumarkt / A, Parkplatz;113123; 25,00 € 
16.07.2015;903;Nordring / C2 in Höhe von Haus-Nr. 7;141062; 30,00 € 
16.07.2015;905;Nordring / C2 in Höhe von Haus-Nr. 5;141062; 30,00 € 
16.07.2015;907;Nordring / C2 in Höhe von Haus-Nr. 4;141062; 30,00 € 
16.07.2015;917;Seminarstraße ggü. Haus-Nr. 41;113240; 10,00 € 
16.07.2015;919;Baerler Straße in Höhe von Haus-Nr. 14;113240; 10,00 € 
16.07.2015;921;Baerler Straße in Höhe von Haus-Nr. 14;113240; 10,00 € 
16.07.2015;938;Landwehrstraße / C1 in Höhe von Haus-Nr. 46;113240; 10,00 € 
16.07.2015;948;Cloudtstraße ggü. Haus-Nr. 2;113240; 10,00 € 
16.07.2015;1004;Seminarstraße in Höhe von Haus-Nr. 10;113260; 10,00 € 
16.07.2015;1011;Wilhelm-Schroeder-Straße / C2, Parkplatz;113120; 10,00 € 
16.07.2015;1028;Feldstraße / C1 in Höhe von Haus-Nr. 48;113260; 10,00 € 
16.07.2015;1047;Vinzenzstraße in Höhe von Haus-Nr. 10;141062; 30,00 € 
16.07.2015;1051;Vinzenzstraße in Höhe von Haus-Nr. 10;141062; 30,00 € 
16.07.2015;1518;Otto-Hue-Straße / C1 ggü. Haus-Nr. 2;113140; 10,00 € 
16.07.2015;1520;Talstraße, Polster;113300; 10,00 € 
16.07.2015;1407;Neumarkt / A, Parkplatz;113140; 10,00 € 
16.07.2015;1526;Lintforter Straße, Parkplatz;113300; 10,00 € 
16.07.2015;1118;Neumarkt ggü. Haus-Nr. 15;141106; 30,00 € 
16.07.2015;1103;Im Angerfeld ggü. Haus-Nr. 4;142103; 10,00 € 
16.07.2015;1116;Neumarkt / A, Parkplatz;113122; 20,00 € 
16.07.2015;1156;Hanckwitzstraße / B, Parkplatz;113121; 15,00 € 
17.07.2015;1220;Im Rosenthal / B ggü. Haus-Nr. 14;113120; 10,00 € 
17.07.2015;832;Annastraße / C3 in Höhe von Haus-Nr. 7;113140; 15,00 € 
17.07.2015;913;Mühlenstraße / DE, Parkplatz;113140; 10,00 € 
17.07.2015;937;Meerstraße / B, Parkplatz;113140; 10,00 € 
17.07.2015;1054;Seminarstraße in Höhe von Haus-Nr. 10;113240; 15,00 € 
17.07.2015;1233;Haagstraße / B in Höhe von Haus-Nr. 38;142103; 10,00 € 
17.07.2015;1222;Meerstraße / B, Schotterparkplatz;113140; 10,00 € 
17.07.2015;1223;Meerstraße / B, Schotterparkplatz;113122; 20,00 € 
17.07.2015;1227;Meerstraße / B, Schotterparkplatz;113140; 10,00 € 
17.07.2015;1229;Meerstraße / B, Schotterparkplatz;113140; 10,00 € 
17.07.2015;1218;Repelener Straße, Parkplatz;142278; 35,00 € 
17.07.2015;1216;Repelener Straße, Parkplatz;113300; 10,00 € 
17.07.2015;1229;Mühlenstraße / DE, Parkplatz;113300; 10,00 € 
17.07.2015;1231;Mühlenstraße / DE, Parkplatz;113300; 10,00 € 
17.07.2015;1232;Mühlenstraße / DE, Parkplatz;113300; 10,00 € 
17.07.2015;1234;Mühlenstraße / DE, Parkplatz;113300; 10,00 € 
17.07.2015;1237;Mühlenstraße / DE, Parkplatz;113300; 10,00 € 
17.07.2015;1245;Mühlenstraße / DE, Parkplatz;113140; 10,00 € 
17.07.2015;1254;Mühlenstraße / DE, Parkplatz;113140; 10,00 € 
17.07.2015;1301;Mühlenstraße / DE, Parkplatz;113140; 10,00 € 
17.07.2015;1305;Mühlenstraße / DE, Parkplatz;113140; 10,00 € 
17.07.2015;1308;Mühlenstraße / DE, Parkplatz;113140; 10,00 € 
17.07.2015;1547;Nordring / C2, Parkplatz;113140; 10,00 € 
17.07.2015;1548;Nordring / C2, Parkplatz;113120; 10,00 € 
17.07.2015;1552;Nordring / C2, Parkplatz;113121; 15,00 € 
17.07.2015;1557;Repelener Straße, Parkplatz;112076; 15,00 € 
17.07.2015;1605;Im Rosenthal / B 12;113140; 10,00 € 
17.07.2015;1607;Meerstraße / B, Schotterparkplatz;113120; 10,00 € 
17.07.2015;1609;Meerstraße / B, Schotterplatz;113121; 15,00 € 
17.07.2015;1611;Meerstraße / B, Schotterplatz;113120; 10,00 € 
17.07.2015;1615;Meerstraße / B, Schotterparkplatz;113120; 10,00 € 
17.07.2015;1619;Meerstraße / B, Parkplatz;113120; 10,00 € 
17.07.2015;747;Neumarkt / A in Höhe von Haus-Nr. 6-8;112402; 20,00 € 
17.07.2015;829;Konradstraße ggü. Haus-Nr. 31;141312; 15,00 € 
17.07.2015;831;Annastraße / C3 in Höhe von Haus-Nr. 1;113140; 10,00 € 
17.07.2015;836;Annastraße / C3 in Höhe von Haus-Nr. 27;141312; 15,00 € 
17.07.2015;837;Annastraße / C3 in Höhe von Haus-Nr. 27;141312; 15,00 € 
17.07.2015;838;Annastraße / C3 in Höhe von Haus-Nr. 27;141312; 15,00 € 
17.07.2015;840;Annastraße / C3 in Höhe von Haus-Nr., Schule;141312; 15,00 € 
17.07.2015;843;Josefstraße / C3 in Höhe von Haus-Nr. 35;113120; 10,00 € 
17.07.2015;845;Josefstraße / C3 in Höhe von Haus-Nr. 31;113140; 10,00 € 
17.07.2015;847;Josefstraße / C3 in Höhe von Haus-Nr. 31;113140; 10,00 € 
17.07.2015;848;Josefstraße / C3 in Höhe von Haus-Nr. 29;113140; 10,00 € 
